image_path,width,height,area
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11197.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11263.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11316.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_114.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11636.png,4000,1440,5760000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11510.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11748.png,1488,1152,1714176
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_11973.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_1206.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_12452.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_1259.png,4000,3136,12544000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_12726.png,4000,2808,11232000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_12894.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_12993.png,4000,2432,9728000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13039.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13119.png,3200,4000,12800000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13264.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13404.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13558.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13656.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13838.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_13953.png,2880,2088,6013440
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_14005.png,4000,2720,10880000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_14162.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01484850/n01484850_14256.png,4000,2776,11104000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_1002.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10076.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10142.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10204.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10350.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10384.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10410.png,5200,3472,18054400
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10500.png,4912,3264,16032768
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_1057.png,1200,800,960000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10675.png,3600,2400,8640000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_1061.png,4000,2944,11776000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10716.png,2888,2128,6145664
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10745.png,2664,4000,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_10784.png,1872,2800,5241600
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_1083.png,3000,2496,7488000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_1099.png,2720,4000,10880000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11014.png,2800,2000,5600000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11115.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11060.png,2736,4000,10944000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11202.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11283.png,3936,2952,11619072
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11327.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11389.png,2600,4000,10400000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11451.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_115.png,2800,1992,5577600
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11555.png,4000,2728,10912000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_116.png,4000,2944,11776000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_117.png,4000,2816,11264000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11807.png,4816,3200,15411200
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11835.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11886.png,3784,2424,9172416
imagenet-1k-wds-subset3-super/train/n01491361/n01491361_11165.png,4608,3456,15925248
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_10026.png,3016,4000,12064000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_10246.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1034.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1040.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_10522.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_10648.png,3976,2664,10592064
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1075.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1085.png,4000,3336,13344000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11027.png,4800,3600,17280000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11071.png,4000,2640,10560000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11131.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11282.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1132.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11420.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11648.png,4000,2584,10336000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1170.png,3608,2880,10391040
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_116.png,5120,3328,17039360
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11744.png,3520,2640,9292800
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11785.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_11864.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1202.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1209.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12119.png,4000,2480,9920000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12214.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1235.png,4000,1944,7776000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12379.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12529.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12598.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12656.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_12732.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_10931.png,3840,2880,11059200
imagenet-1k-wds-subset3-super/train/n01494475/n01494475_1226.png,3240,2160,6998400
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10148.png,1728,1152,1990656
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10047.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10373.png,5424,3032,16445568
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10428.png,5120,2432,12451840
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_1054.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10704.png,2592,2304,5971968
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10614.png,4400,2912,12812800
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10744.png,3200,2128,6809600
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10844.png,4000,2656,10624000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10903.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10990.png,4000,2400,9600000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11081.png,1416,960,1359360
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11039.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11173.png,4000,2800,11200000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11221.png,1920,1440,2764800
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11249.png,2400,1640,3936000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11439.png,4800,3600,17280000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_115.png,1840,1112,2046080
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11520.png,4800,2528,12134400
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11557.png,4128,2680,11063040
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11647.png,2448,3456,8460288
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11695.png,1600,1184,1894400
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11728.png,1888,1224,2310912
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11759.png,1600,1200,1920000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11938.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_12037.png,4560,3296,15029760
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_10269.png,4200,3150,13230000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_1010.png,5120,3428,17551360
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11877.png,4096,2732,11190272
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11989.png,4096,2756,11288576
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_1138.png,3200,2400,7680000
imagenet-1k-wds-subset3-super/train/n01496331/n01496331_11850.png,3200,2400,7680000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_1008.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10144.png,4000,2680,10720000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10183.png,3448,4000,13792000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10217.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10262.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10279.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10286.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10325.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10374.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10430.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10486.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10525.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_1058.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10603.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10614.png,4000,1816,7264000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10648.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10666.png,4000,2992,11968000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10700.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_1072.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10747.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10808.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10833.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10914.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10945.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10979.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_11005.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_11032.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_11054.png,4000,2856,11424000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_11083.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_1087.png,3000,2706,8118000
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10408.png,3072,4096,12582912
imagenet-1k-wds-subset3-super/train/n01498041/n01498041_10108.jpg,3264,2448,7990272
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10044.png,4000,3472,13888000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10245.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10470.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10534.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10672.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10701.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10780.png,4800,3600,17280000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10890.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11046.png,4000,2248,8992000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11124.png,4000,3208,12832000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11230.png,4000,2688,10752000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11411.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11498.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11626.png,4000,2680,10720000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11744.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_11934.png,2800,4000,11200000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_1208.png,2664,4000,10656000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12198.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12350.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12526.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_1263.png,4000,2864,11456000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12687.png,2664,4000,10656000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12808.png,4000,3584,14336000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12852.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12885.png,4000,2896,11584000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_13016.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_12950.png,4000,3352,13408000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_13074.png,3168,4000,12672000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_13132.png,4000,2992,11968000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_13203.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_10979.png,3000,3000,9000000
imagenet-1k-wds-subset3-super/train/n01514668/n01514668_13265.png,3000,3000,9000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10177.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10203.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10248.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10306.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_1039.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10408.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10417.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10433.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_1048.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10498.png,2656,4000,10624000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10534.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10560.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10590.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10600.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10636.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10654.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10703.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10753.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10786.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10797.png,4000,2992,11968000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10815.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_1087.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_1093.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_1097.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10992.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10056.png,2826,3000,8478000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10080.png,5400,3456,18662400
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10277.png,3270,3390,11085300
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10345.png,2934,3000,8802000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10846.png,2952,3000,8856000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10908.png,2988,3000,8964000
imagenet-1k-wds-subset3-super/train/n01514859/n01514859_10326.png,3766,2824,10635184
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10022.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10151.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_1029.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10369.png,2824,4000,11296000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_1045.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10489.png,2664,4000,10656000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10616.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10883.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_1092.png,3576,4000,14304000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_10953.png,3200,4000,12800000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11138.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_1126.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11390.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11456.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_1160.png,2744,4000,10976000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11653.png,4000,3032,12128000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11755.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_1181.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11844.png,4000,2672,10688000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_11975.png,2472,4000,9888000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12008.png,2560,4000,10240000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12032.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12174.png,2664,4000,10656000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12536.png,4000,2664,10656000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12647.png,4640,2400,11136000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12811.png,4000,3000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_12975.png,2664,4000,10656000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_13129.png,3000,4000,12000000
imagenet-1k-wds-subset3-super/train/n01518878/n01518878_13233.png,4000,2664,10656000
